Row,Component_1,Component_2,Component_3,Component_4,Component_5
lh_parsopercularis-rh_pericalcarine,8.75335729329247e-06,2.56327203682712e-05,-1.24555208649878e-05,1.42368481332072e-05,-4.55384480776582e-06
lh_parsopercularis-rh_postcentral,-7.65308091475961e-07,1.81312695365524e-05,1.232110742193e-05,1.17299552423058e-05,-1.78666475424604e-05
lh_parsopercularis-rh_posteriorcingulate,-1.14223927383466e-06,1.83748437083454e-05,2.84211445950118e-05,-2.91092282420536e-05,1.38658901719326e-05
lh_parsopercularis-rh_precentral,-1.16939194410577e-05,-6.45008397416179e-06,-2.66327764311169e-06,-4.21199044819578e-06,-4.00047050444362e-05
lh_parsopercularis-rh_precuneus,-1.52293563679118e-06,1.23925330556265e-05,8.14486895105383e-06,1.2376485207888e-05,-1.00158319077746e-05
lh_parsopercularis-rh_rostralanteriorcingulate,-1.87655747703827e-05,-5.18163316930035e-06,3.17411561745481e-05,6.4692675976708e-05,9.50602995788168e-05
lh_parsopercularis-rh_rostralmiddlefrontal,-4.06109479707903e-06,4.28835113654967e-06,-5.40183839902674e-06,-3.70292596920897e-05,-7.65758253671527e-05
lh_parsopercularis-rh_superiorfrontal,-2.14614353027174e-05,-2.15623615924785e-05,-2.21139578718316e-05,-3.11702373749829e-05,-3.72665335058297e-05
lh_parsopercularis-rh_superiorparietal,7.16279708113705e-06,3.19080456924642e-05,3.79657250301409e-05,3.80332426014166e-05,-1.888780082499e-05
lh_parsopercularis-rh_superiortemporal,-8.89667444265987e-06,6.23346533628508e-06,1.95569836686203e-05,1.30459378600809e-05,-1.28632869898721e-05
lh_parsopercularis-rh_supramarginal,-1.32547207858448e-05,-6.5081608919423e-06,2.29415739532357e-06,3.30237716428489e-06,-4.01942905033024e-06
lh_parsopercularis-rh_frontalpole,-1.73863506479974e-05,-1.67632675909201e-05,-1.38019384665568e-05,1.45460631145872e-05,1.93412778812567e-05
lh_parsopercularis-rh_temporalpole,-4.39486863079168e-06,1.26683017451864e-05,-4.5135757411436e-06,-2.36665924878878e-05,2.75820881801461e-05
lh_parsopercularis-rh_transversetemporal,-3.20353394914175e-06,7.44482030955433e-06,2.47094582856488e-05,6.55710329815528e-05,9.38138740819951e-05
lh_parsopercularis-rh_insula,7.79845792419316e-07,2.62700978528194e-05,5.33024140006049e-05,9.72263250609984e-05,0.000141025956362579
lh_parsorbitalis-lh_parstriangularis,-7.40811332217327e-06,1.99270584748387e-06,2.40398221254972e-05,2.95121337679385e-05,3.31626559518486e-06
lh_parsorbitalis-lh_pericalcarine,4.66943743394466e-06,3.08218294836661e-05,2.20481955406434e-05,6.21043943924387e-05,2.59204750736507e-05
lh_parsorbitalis-lh_postcentral,-8.86679458733366e-06,9.77673526018181e-06,2.24572164455634e-05,3.29845049324763e-05,-8.2407813237469e-06
lh_parsorbitalis-lh_posteriorcingulate,-1.19784680619456e-05,7.81704440973043e-06,2.01765273524856e-05,-2.58696070348639e-05,-3.15186506525962e-05
lh_parsorbitalis-lh_precentral,-7.18820399696092e-06,1.08056847935205e-05,4.58628215821763e-05,6.01310617978647e-05,3.45760667531489e-05
lh_parsorbitalis-lh_precuneus,-6.44605520948727e-06,9.48304894984205e-06,2.93900975159913e-05,2.91177971701823e-05,-2.81530951462885e-05
lh_parsorbitalis-lh_rostralanteriorcingulate,-2.05832325588032e-05,-6.14860132616396e-06,1.33237038921985e-05,2.64522175943054e-05,3.17499182374861e-05
lh_parsorbitalis-lh_rostralmiddlefrontal,-8.676799186808e-06,5.88486202499033e-06,3.10719443796471e-05,2.93372446181804e-05,-1.02067888334611e-05
lh_parsorbitalis-lh_superiorfrontal,-1.18794681109266e-05,-8.48092784706494e-06,4.14897585425644e-06,-2.80235706608614e-06,-3.92471254717506e-05
lh_parsorbitalis-lh_superiorparietal,-6.57969289627396e-06,1.00657811270783e-05,1.79035743401885e-05,8.54845307158261e-06,-6.74266690857189e-05
lh_parsorbitalis-lh_superiortemporal,6.00366951779263e-07,2.48482350055266e-05,6.45851416295167e-05,7.57679926646542e-05,4.51385897187912e-05
lh_parsorbitalis-lh_supramarginal,-1.24880948329404e-05,-4.02118686114218e-06,1.83761940227615e-05,1.34526328698559e-05,-3.27095665669454e-05
lh_parsorbitalis-lh_frontalpole,-1.73976827349732e-05,-2.99954488548056e-05,-5.29382664451352e-05,-5.83808819264052e-05,-9.43855898822274e-05
lh_parsorbitalis-lh_temporalpole,9.83834816804566e-07,1.40673319980509e-05,-1.69670221929935e-05,-5.81233831113538e-05,-4.59549448876001e-05
lh_parsorbitalis-lh_transversetemporal,-1.86748737267377e-05,-1.49713143801257e-05,-1.76338499709427e-05,-9.59400891701713e-06,-2.53980694318917e-05
lh_parsorbitalis-lh_insula,-1.28793123647095e-06,2.32971794962841e-05,2.84122088586422e-05,2.62224308725039e-05,-4.62064412573647e-06
lh_parsorbitalis-rh_bankssts,-1.16498490578819e-05,-2.09947056210113e-06,1.6290849224431e-05,2.71326974691703e-05,6.56028043321716e-06
lh_parsorbitalis-rh_caudalanteriorcingulate,-7.47582720938902e-06,1.38249456031787e-05,3.24049498620478e-05,-1.92663399982015e-05,-2.78759883393378e-05
lh_parsorbitalis-rh_caudalmiddlefrontal,-1.37322577561386e-05,-2.11747431743722e-06,2.26180629131773e-05,2.71219464924874e-05,-1.23135387965293e-05
lh_parsorbitalis-rh_cuneus,-6.08550292284655e-07,1.0045189216769e-05,-4.05151926235056e-05,-1.87964458888432e-05,-1.44551735455166e-05
lh_parsorbitalis-rh_entorhinal,2.90105741809569e-06,2.08431517869005e-05,3.52895172943349e-05,4.39099917671837e-05,4.8247334406858e-05
lh_parsorbitalis-rh_fusiform,-7.88086917666315e-06,1.05327549415004e-05,2.70003081135196e-05,3.78530022643536e-05,2.1648830558632e-05
lh_parsorbitalis-rh_inferiorparietal,-7.19188874265359e-06,1.09045676710828e-05,5.70596962395351e-05,9.03000847269941e-05,8.61790824484488e-05
lh_parsorbitalis-rh_inferiortemporal,1.87269124188182e-08,2.98540087623351e-05,8.58662741610081e-05,0.000122573105889228,0.000120009700455109
lh_parsorbitalis-rh_isthmuscingulate,1.52634473686726e-06,2.10160475526728e-05,3.37321108151222e-06,-2.14481891743501e-05,-1.74953818737741e-05
lh_parsorbitalis-rh_lateraloccipital,-1.21056415496199e-06,1.93630852968526e-05,2.42906435763358e-05,4.61606106026504e-05,1.00568352344107e-05
lh_parsorbitalis-rh_lateralorbitofrontal,-1.02427459703861e-05,4.4729543585936e-06,2.13886395485024e-05,2.34208604207805e-05,-2.98697596546428e-08
lh_parsorbitalis-rh_lingual,2.6280315672188e-06,2.65011481470834e-05,-7.71466136614359e-07,1.89127591083738e-05,-1.624733281311e-06
lh_parsorbitalis-rh_medialorbitofrontal,4.87627348194305e-07,2.25146724824195e-05,5.96659055058498e-05,7.97525262588285e-05,7.08007370302549e-05
lh_parsorbitalis-rh_middletemporal,-4.69593442168329e-06,1.87224928715944e-05,6.07962865096705e-05,7.52511293238431e-05,5.71333342010248e-05
lh_parsorbitalis-rh_parahippocampal,-6.24681780034609e-06,7.79957740488077e-06,1.50226788021759e-05,2.99769558191081e-05,4.8179922167881e-05
lh_parsorbitalis-rh_paracentral,-7.62031231815705e-06,7.03499093250122e-06,2.6625172672924e-05,4.75934249811673e-05,3.01022058129453e-05
lh_parsorbitalis-rh_parsopercularis,-9.31370856198576e-06,9.59205757762566e-07,1.94148929241062e-05,1.89828913965399e-05,-3.8752168698808e-06
lh_parsorbitalis-rh_parsorbitalis,-1.11252613824917e-05,-1.13883451434302e-05,-2.10263344832757e-07,-3.80886860708894e-06,-2.88171850859764e-05
lh_parsorbitalis-rh_parstriangularis,-7.59336262890877e-06,-2.62224441023203e-08,1.35349515536915e-05,8.60182805576886e-07,-4.99227100706138e-05
lh_parsorbitalis-rh_pericalcarine,5.12901673117547e-06,2.61158123600751e-05,7.42186102751288e-06,3.82803283127634e-05,1.04016812606165e-05
lh_parsorbitalis-rh_postcentral,-7.19859044732529e-06,8.48575517149146e-06,1.14929972296957e-05,1.42068703890139e-05,-2.50520687631318e-05
lh_parsorbitalis-rh_posteriorcingulate,-1.11169255097884e-05,7.39804434169638e-06,1.28350355498785e-05,-3.97978965504969e-05,-3.59643502507248e-05
lh_parsorbitalis-rh_precentral,-8.10399791615945e-06,1.04849082327847e-05,5.06555343081798e-05,7.42752521109275e-05,5.44125459231244e-05
lh_parsorbitalis-rh_precuneus,-4.92098583427536e-06,9.65806673401076e-06,2.48772760367938e-05,2.51256080016321e-05,-3.04043503356996e-05
lh_parsorbitalis-rh_rostralanteriorcingulate,-2.00161773904064e-05,-9.32557741930947e-06,9.69727563493853e-06,2.19253095628869e-05,8.48384875740067e-06
lh_parsorbitalis-rh_rostralmiddlefrontal,-1.05397062760979e-05,3.07336764775859e-07,1.24347465980442e-05,-2.7738805772887e-06,-5.68012233162466e-05
lh_parsorbitalis-rh_superiorfrontal,-1.05394124983634e-05,-1.68047284114081e-06,2.65084165617703e-05,3.89089572856793e-05,2.05508737452392e-05
lh_parsorbitalis-rh_superiorparietal,-4.4125987543749e-06,1.13898049217601e-05,1.51973252206499e-05,2.05281348700497e-06,-7.71062095263981e-05
lh_parsorbitalis-rh_superiortemporal,-3.00963764323158e-06,1.46633565160887e-05,4.13950883337108e-05,3.02960908973675e-05,-2.4761487112239e-05
lh_parsorbitalis-rh_supramarginal,-1.1202783846981e-05,4.30392017195049e-06,4.36652697877198e-05,6.09679358627294e-05,4.63664740680612e-05
lh_parsorbitalis-rh_frontalpole,-1.64710520854739e-05,-2.51820494829893e-05,-3.68856664155541e-05,-2.62888913049339e-05,-3.06680498346156e-05
lh_parsorbitalis-rh_temporalpole,1.44737636177347e-06,1.50706239386565e-05,-1.45429719355189e-05,-5.57023656936217e-05,-3.92803943525645e-05
lh_parsorbitalis-rh_transversetemporal,-2.10016233248463e-05,-2.12215583971232e-05,-3.51235780509607e-05,-5.6990670518266e-05,-0.000107036065459454
lh_parsorbitalis-rh_insula,-5.80802311207901e-06,1.52775815881448e-05,1.53155018134118e-05,9.85493576489325e-06,-1.52663700291756e-05
lh_parstriangularis-lh_pericalcarine,1.99304966930976e-06,1.91700500982915e-05,-2.12125796856937e-05,3.59899196067852e-06,-2.89873551104086e-05
lh_parstriangularis-lh_postcentral,-1.19366659346404e-05,7.20563600355345e-08,-1.46657249396357e-05,-2.64499846195915e-05,-7.59647623534174e-05
lh_parstriangularis-lh_posteriorcingulate,-6.52512547093357e-06,1.10178153232583e-05,2.35930336728565e-05,-2.56948315858499e-05,8.59249547811738e-06
lh_parstriangularis-lh_precentral,-5.72499776117812e-06,5.29595685300085e-06,1.67390783208721e-05,1.80269698293389e-05,8.70307673608476e-06
lh_parstriangularis-lh_precuneus,-8.17681774889871e-06,4.59748732929097e-06,1.69787208946959e-05,2.33952757304942e-05,2.30711549679028e-05
lh_parstriangularis-lh_rostralanteriorcingulate,-2.17421350603692e-05,-1.01507119117242e-05,1.12409599138889e-05,3.58340608959795e-05,6.18285968502527e-05
lh_parstriangularis-lh_rostralmiddlefrontal,-1.4539785572381e-05,-1.03067487821502e-05,-5.48873359459825e-06,-7.23327968539346e-06,-1.01553230157709e-05
lh_parstriangularis-lh_superiorfrontal,-1.20664137068705e-05,-8.78398831324209e-06,-5.78749510197858e-06,-6.23657512758522e-06,-6.67013825129653e-06
lh_parstriangularis-lh_superiorparietal,-7.42629643445456e-06,2.66364659776616e-06,-6.32113668263224e-06,-2.06321611849735e-05,-7.48198187030118e-05
lh_parstriangularis-lh_superiortemporal,2.75097553088243e-06,2.63992334603677e-05,4.91530850945917e-05,4.69011950600424e-05,6.00474619281313e-06
lh_parstriangularis-lh_supramarginal,-1.10764739301112e-05,-8.74986654613376e-06,-4.58650197947635e-06,-1.43162324321223e-05,-3.46600337789241e-05
lh_parstriangularis-lh_frontalpole,-1.51645955374875e-05,-1.78613204137181e-05,-2.16092096952138e-05,-8.32231120621891e-06,-4.15361268233382e-05
lh_parstriangularis-lh_temporalpole,1.74578648771465e-06,2.15722261397114e-05,5.07899968646577e-06,-2.0744778914658e-05,5.32821801174333e-06
lh_parstriangularis-lh_transversetemporal,-1.25647363768669e-05,-8.35997815036323e-06,-6.05232201492393e-06,2.63386271567261e-05,6.11970925197588e-05
lh_parstriangularis-lh_insula,6.8082310412016e-06,3.45715075254845e-05,5.70446382779047e-05,8.62712292995812e-05,0.000102893440787651
lh_parstriangularis-rh_bankssts,-8.32407655024147e-06,3.52741516768532e-06,2.7032237655855e-05,4.58455819422246e-05,4.73620474404668e-05
lh_parstriangularis-rh_caudalanteriorcingulate,-5.00436490694479e-06,1.60648266964913e-05,3.61643849049817e-05,-1.569904731404e-05,5.97611916970559e-06
lh_parstriangularis-rh_caudalmiddlefrontal,-1.14199288703217e-05,-3.29826676831667e-06,1.84730270868895e-05,3.67140550485616e-05,4.70654378447247e-05
lh_parstriangularis-rh_cuneus,-1.63083475279425e-06,6.59625462489728e-06,-4.91888650635574e-05,-2.26183485977381e-05,-5.46553592974012e-06
lh_parstriangularis-rh_entorhinal,-2.54756840205103e-06,8.24191107617302e-06,1.02620558762894e-05,1.17849323025715e-05,2.42418079162487e-05
lh_parstriangularis-rh_fusiform,-9.29168257278819e-06,6.64080285732217e-06,2.33511280155437e-05,4.09902133990842e-05,5.52083194855702e-05
lh_parstriangularis-rh_inferiorparietal,-1.0298749600445e-05,-2.4992504029797e-06,2.08093770078291e-05,3.9404418328428e-05,5.71565711834533e-05
lh_parstriangularis-rh_inferiortemporal,-8.51862771110592e-06,6.16377650008657e-06,2.3643195558476e-05,2.44902400331253e-05,1.44822715700239e-05
lh_parstriangularis-rh_isthmuscingulate,5.4837114821122e-06,2.31484609177732e-05,2.24857802450558e-07,-2.75084603412547e-05,4.08524267394482e-06
lh_parstriangularis-rh_lateraloccipital,-3.98453963288149e-06,8.52862383426765e-06,-1.46003600659306e-05,-3.93645047933624e-07,-2.38935803844759e-05
lh_parstriangularis-rh_lateralorbitofrontal,-1.4778387734476e-05,-6.90500726920104e-06,-5.81235198932803e-07,-3.73122630081851e-06,-2.02017765486507e-05
lh_parstriangularis-rh_lingual,6.04333332437814e-07,1.85963994658037e-05,-2.62611987752199e-05,-1.11049525228169e-05,-1.97252539916721e-05
lh_parstriangularis-rh_medialorbitofrontal,-9.88340733541912e-06,2.83368892336871e-06,2.28296655335826e-05,3.08975510842282e-05,3.33619149930484e-05
lh_parstriangularis-rh_middletemporal,-7.80981099395004e-06,4.1583147276356e-06,1.39140635621544e-05,-8.73784522697346e-06,-5.0426405180003e-05
lh_parstriangularis-rh_parahippocampal,-1.07075037091704e-05,-2.45482698924379e-06,1.11965368237806e-06,9.27676462671196e-06,3.51905137432519e-05
lh_parstriangularis-rh_paracentral,-9.10506196058953e-06,2.72541606887102e-06,8.09417545824243e-06,-3.82152624323393e-08,2.90858778879164e-06
lh_parstriangularis-rh_parsopercularis,-5.17121386597225e-06,6.95652956712859e-06,2.57277390271094e-05,3.0245475676676e-05,1.21196699231307e-05
lh_parstriangularis-rh_parsorbitalis,-1.09736163240527e-05,-6.34353602699938e-06,5.11435498815418e-06,-3.25261006384846e-06,-3.99084511714889e-05
lh_parstriangularis-rh_parstriangularis,-1.34707954411324e-05,-1.92506111872731e-05,-3.27852740067385e-05,-6.64833286212124e-05,-0.000110150953400715
lh_parstriangularis-rh_pericalcarine,3.83246981686374e-06,1.71313296658934e-05,-2.69614116097574e-05,-1.9174851834432e-06,-1.5131686604797e-05
lh_parstriangularis-rh_postcentral,-7.15641349842424e-06,6.89708124841256e-06,-3.26974410036913e-06,-6.23612816350399e-06,-3.29618004780699e-05
lh_parstriangularis-rh_posteriorcingulate,-4.90567938263291e-06,1.39433092304303e-05,2.44908608068584e-05,-2.3221704450818e-05,3.23167255073165e-05
lh_parstriangularis-rh_precentral,-7.98449721147582e-06,4.36694967700351e-06,2.86306056318145e-05,4.79914453738526e-05,5.64891670693718e-05
lh_parstriangularis-rh_precuneus,-7.0509066612441e-06,5.19181731027116e-06,1.52822551827171e-05,2.95037467203991e-05,3.34456651696922e-05
lh_parstriangularis-rh_rostralanteriorcingulate,-2.19220982962016e-05,-1.39734898515789e-05,7.12688203160527e-06,2.85659586047191e-05,3.06596334048866e-05
lh_parstriangularis-rh_rostralmiddlefrontal,-1.52061535957111e-05,-1.32216642171206e-05,-1.59161253324539e-05,-2.61289175655964e-05,-3.19513126216963e-05
lh_parstriangularis-rh_superiorfrontal,-1.46030778344679e-05,-1.10593407345114e-05,1.33596487286811e-07,7.20124426210041e-06,1.38198105503469e-05
lh_parstriangularis-rh_superiorparietal,-3.64103428099366e-06,9.40968687892607e-06,5.12664252930102e-06,-2.04609884055896e-06,-5.09744713153335e-05
lh_parstriangularis-rh_superiortemporal,3.23166769700113e-06,2.89610545161817e-05,6.27358259113529e-05,6.66793780654711e-05,3.42531978741884e-05
lh_parstriangularis-rh_supramarginal,-1.07716215266865e-05,-3.42075895189674e-06,1.42293767448045e-05,1.52196184076453e-05,6.84550934619882e-06
lh_parstriangularis-rh_frontalpole,-1.80363041407351e-05,-2.34312475795318e-05,-3.03737122390394e-05,-2.08255344903777e-05,-4.96061669044044e-05
lh_parstriangularis-rh_temporalpole,1.09557506842676e-06,1.95234899842618e-05,-1.23881807481906e-06,-3.42592135427411e-05,-1.09451896103804e-05
lh_parstriangularis-rh_transversetemporal,-1.06041039177328e-05,-3.91653733272115e-06,7.65030315051171e-06,3.94064654213768e-05,7.58019643766749e-05
lh_parstriangularis-rh_insula,2.27396358494687e-06,2.58494573396196e-05,4.29339187134737e-05,6.93636945951128e-05,8.88493854281917e-05
lh_pericalcarine-lh_postcentral,3.02090149822928e-06,1.17275688154847e-05,-3.46114707609902e-05,-2.43020979245111e-05,-5.46407834432514e-05
lh_pericalcarine-lh_posteriorcingulate,-7.01902860591516e-06,-7.91607391024454e-06,-5.07911999426883e-05,-8.62129878695455e-06,-3.96560540368643e-05
lh_pericalcarine-lh_precentral,1.08840539557975e-05,3.43650337393937e-05,-1.40842990907851e-06,1.54792264572117e-05,-5.20827070806529e-06
lh_pericalcarine-lh_precuneus,5.4586258157175e-06,2.31063946337672e-05,-5.12278190568253e-06,2.50056479445075e-05,1.18257601254151e-05
lh_pericalcarine-lh_rostralanteriorcingulate,-7.58605209922151e-06,2.16714015131103e-06,-2.58514941220402e-05,2.91060860458032e-06,-4.24184131811428e-05
lh_pericalcarine-lh_rostralmiddlefrontal,5.43680024503879e-06,2.72157857724481e-05,-8.91547347133412e-07,5.00075652567973e-05,2.85481245785995e-05
lh_pericalcarine-lh_superiorfrontal,5.60084941860883e-06,2.980731709883e-05,3.22138971544049e-06,5.45118454957826e-05,5.27907308492737e-05
lh_pericalcarine-lh_superiorparietal,6.02636566131947e-06,2.18840297859501e-05,-7.79846491326174e-06,2.93622439620799e-05,2.98999514762456e-05
lh_pericalcarine-lh_superiortemporal,6.3223582919391e-06,2.77023994619586e-05,-7.55684418696654e-06,8.55066519652544e-06,-4.50520701732283e-05
lh_pericalcarine-lh_supramarginal,6.86044778551919e-06,2.82552721397451e-05,-6.22972500227929e-06,2.32994688584492e-05,-1.26820335851702e-05
lh_pericalcarine-lh_frontalpole,-2.35292781104565e-06,1.47505942936805e-05,1.58329253729259e-05,7.67894080008827e-05,5.38334297194992e-05
lh_pericalcarine-lh_temporalpole,3.07199877503608e-06,2.89713887336366e-05,1.19572562267549e-05,3.2915113479554e-05,7.15678714860343e-05
lh_pericalcarine-lh_transversetemporal,-2.12725496960596e-07,1.26722136232235e-05,-1.25460238308957e-05,-1.51318111001384e-05,-4.72271519383464e-05
lh_pericalcarine-lh_insula,4.47171574841624e-07,1.56214159474967e-05,-2.35682192853161e-05,-1.39577127033215e-05,-4.7552490794205e-05
lh_pericalcarine-rh_bankssts,5.14368380454352e-07,1.52617788206193e-05,-1.09717973233991e-05,3.58828189711904e-06,-4.10095314393e-05
lh_pericalcarine-rh_caudalanteriorcingulate,-8.88123779355777e-06,-9.71669436291731e-06,-3.44953794746822e-05,6.15963146614468e-06,2.02006942768997e-06
lh_pericalcarine-rh_caudalmiddlefrontal,7.51257579606443e-06,2.9041701311937e-05,3.59008657413743e-06,3.62777774560186e-05,2.35281478020026e-05
lh_pericalcarine-rh_cuneus,-3.00675085006621e-06,6.4888448970791e-06,2.62905871198584e-05,3.97712207833148e-05,1.80535477684277e-05
lh_pericalcarine-rh_entorhinal,-1.64009405360983e-06,1.08989423203929e-05,-1.11488756223363e-05,3.50039956531405e-06,-2.74137034399188e-06
lh_pericalcarine-rh_fusiform,1.4721808433115e-06,1.56757861250787e-05,-1.31146609447663e-05,-3.17782185111983e-06,-5.30656512252316e-05
lh_pericalcarine-rh_inferiorparietal,3.7299114781812e-06,2.04585432581883e-05,-1.04162829380115e-05,1.71438698798899e-05,-1.12079400473612e-05
lh_pericalcarine-rh_inferiortemporal,3.16058924333837e-06,2.16197512887784e-05,-1.69378954040952e-06,2.74103185743826e-05,-1.90350011858071e-06
lh_pericalcarine-rh_isthmuscingulate,-1.11113568846064e-06,8.87140216176012e-06,1.41736197153819e-05,7.21690898298318e-05,4.02672022241727e-05
lh_pericalcarine-rh_lateraloccipital,1.76717729576413e-06,1.32756688226603e-05,5.73909244453968e-06,3.06384162547573e-05,2.17615701509436e-05
lh_pericalcarine-rh_lateralorbitofrontal,-6.43933778709581e-07,1.46637524990162e-05,-1.6865300508205e-05,3.96357505446941e-06,-4.0189553154304e-05
lh_pericalcarine-rh_lingual,3.28814766583218e-06,1.97746803160002e-05,4.3877973022751e-05,8.2587941162702e-05,9.49457524736053e-05
lh_pericalcarine-rh_medialorbitofrontal,-4.68730366191616e-06,1.26777355557861e-05,-7.92846747796783e-07,4.16871048958016e-05,8.72224751173221e-06
lh_pericalcarine-rh_middletemporal,2.42231753162909e-06,2.19362826214614e-05,-1.11328707606065e-06,2.87015531154333e-05,-7.43803463838639e-06
lh_pericalcarine-rh_parahippocampal,-4.29605629348733e-06,-2.05608964732255e-06,-4.00380936192756e-05,-4.04438593037316e-05,-9.69410458158665e-05
lh_pericalcarine-rh_paracentral,-2.32937134385746e-06,6.04750340800082e-06,-4.31485072578764e-05,-4.88518033389997e-05,-8.37929091101685e-05
lh_pericalcarine-rh_parsopercularis,5.42086819187041e-06,2.63957428252347e-05,-3.46805862345873e-07,2.35981019767664e-05,-2.19436323699372e-05
lh_pericalcarine-rh_parsorbitalis,4.14093633167172e-06,2.96415657886074e-05,2.47391137846713e-05,6.46144433959548e-05,2.7833748378911e-05
lh_pericalcarine-rh_parstriangularis,1.58893989859895e-06,1.74405361982397e-05,-1.87095353769299e-05,7.64071160343368e-06,-2.82980782809306e-05
lh_pericalcarine-rh_pericalcarine,1.48539455015973e-06,8.05853400210774e-06,2.82048471148253e-05,4.84744520203401e-05,9.34016260151954e-05
lh_pericalcarine-rh_postcentral,2.40542305656369e-06,1.4962358023869e-05,-1.11920805803737e-05,1.17375184147449e-05,-6.14952741662946e-06
lh_pericalcarine-rh_posteriorcingulate,-3.77398861575851e-06,5.49723613448635e-06,-9.34646403105068e-06,5.91198920959122e-05,6.20256050744181e-05
lh_pericalcarine-rh_precentral,7.50950132642209e-06,2.81979440519899e-05,-3.54858518323688e-06,1.0282718444627e-05,-8.92753334582963e-06
lh_pericalcarine-rh_precuneus,1.18488216151615e-06,1.40221295379704e-05,-1.95664039637971e-05,-1.14302585301794e-05,-5.14252463487649e-05
lh_pericalcarine-rh_rostralanteriorcingulate,-8.82548272633593e-06,-2.55491092068181e-06,-2.51157310807653e-05,1.93742499340725e-05,-4.61923497105343e-06
lh_pericalcarine-rh_rostralmiddlefrontal,2.65190500325378e-06,2.15715097018803e-05,-2.16171370887234e-06,4.64219700943459e-05,2.23870952667926e-05
lh_pericalcarine-rh_superiorfrontal,2.12175153426135e-06,2.18311565747422e-05,-6.06194796292975e-06,3.47177430291033e-05,2.26426203074203e-05
lh_pericalcarine-rh_superiorparietal,1.88648558132097e-06,1.26992818071035e-05,-1.82116469919219e-05,5.4880118527582e-06,-5.38876990924728e-06
lh_pericalcarine-rh_superiortemporal,5.79539829134244e-06,2.95760074134351e-05,7.02667717967739e-06,2.874606870495e-05,-2.56950079410389e-05
lh_pericalcarine-rh_supramarginal,7.47547621665811e-06,3.04035897344259e-05,6.18206369826163e-06,3.68314928007018e-05,5.92517705147724e-06
lh_pericalcarine-rh_frontalpole,-5.65433365474345e-06,9.99766642917746e-06,1.52869368098553e-05,8.05734658325467e-05,6.83733030250092e-05
lh_pericalcarine-rh_temporalpole,1.93593826272885e-06,2.51234183641475e-05,3.21242968768002e-06,1.09087257995126e-05,4.50031362997687e-05
lh_pericalcarine-rh_transversetemporal,-2.04150443457454e-06,9.42852148489187e-06,-1.47519315966767e-05,-1.19177264077438e-05,-2.17091566744482e-05
lh_pericalcarine-rh_insula,-4.44482130418128e-06,5.94202836644593e-06,-3.60083632728953e-05,-3.184650787133e-05,-6.59036202950505e-05
lh_postcentral-lh_posteriorcingulate,-1.86284159961395e-05,-1.09561114639307e-05,-2.39632131233462e-05,-6.39605405998925e-05,-6.35665753122593e-05
lh_postcentral-lh_precentral,3.41892159265085e-06,2.69815294534617e-05,1.58122980886949e-05,-4.84532979971967e-07,-2.68269746334866e-05
lh_postcentral-lh_precuneus,-6.97417122315011e-06,9.14432396496605e-06,1.49943567826135e-05,-1.31023488828619e-06,-3.23706518906566e-05
lh_postcentral-lh_rostralanteriorcingulate,-2.44655594674197e-05,-1.4605823684867e-05,-8.94890436930793e-06,9.13098480074769e-06,8.27266727931588e-06
lh_postcentral-lh_rostralmiddlefrontal,-9.87101203168291e-06,1.21070751338932e-05,1.88638227553009e-05,4.49346539392949e-05,3.4461863609464e-05
lh_postcentral-lh_superiorfrontal,-9.00019862773312e-06,8.15674637685972e-06,-4.78852967281366e-06,6.33149377862301e-07,-1.94739590389864e-05
lh_postcentral-lh_superiorparietal,-4.94616352880685e-06,2.01966654349608e-05,4.37862628859379e-05,6.35721926818924e-05,7.59919527703809e-05
lh_postcentral-lh_superiortemporal,-8.11639020462306e-07,2.47780617666849e-05,2.61513802035057e-05,1.49063168118325e-05,-5.52788453867054e-05
lh_postcentral-lh_supramarginal,-6.14731187682801e-06,1.60008393908281e-05,1.38904867141635e-05,1.60873235774574e-05,-2.5902498551333e-05
lh_postcentral-lh_frontalpole,-1.47529455753014e-05,-3.93019576596712e-06,1.87925726451129e-05,7.01088758270465e-05,5.69654306498394e-05
lh_postcentral-lh_temporalpole,-9.47065462446194e-07,2.22899351346592e-05,8.02925767193767e-06,-7.65540678581036e-07,4.14904219600721e-05
lh_postcentral-lh_transversetemporal,-1.51391355286474e-05,-8.61919281104856e-06,-1.69546534590523e-05,-4.12463392282514e-05,-7.95878509888382e-05
lh_postcentral-lh_insula,-8.01437924114478e-06,3.43603526574563e-06,-1.83920538443332e-05,-3.94468434778802e-05,-8.91618777193124e-05
lh_postcentral-rh_bankssts,-1.08575420338188e-05,-1.86527307839829e-06,-7.10519172730688e-06,-2.3417389257818e-05,-8.67400444600862e-05
lh_postcentral-rh_caudalanteriorcingulate,-1.5975753227842e-05,-4.87930168559883e-06,-5.43542874863759e-06,-4.96339294676652e-05,-4.38920613421515e-05
lh_postcentral-rh_caudalmiddlefrontal,-5.48191321971676e-06,1.33354798737745e-05,1.4310280741479e-05,1.86762612627869e-05,-4.81350347160365e-06
lh_postcentral-rh_cuneus,-2.95335953019411e-06,2.26927577804681e-07,-5.54967493118048e-05,-5.39594271918642e-05,-4.72756268753524e-05
lh_postcentral-rh_entorhinal,-5.12049819606775e-06,6.44603383877361e-06,9.00731517871982e-07,1.21512706108037e-06,1.74179746176783e-07
